event_id,timestamp,device,event_type,alert_name,attack_category,severity,source_ip,destination_asset,host,uri,method,action,disposition_action,challenge_result,status,status_code,handling_status,closed_loop_status,warning_issued,warning_status,warning_recipient,warning_issued_at,hit_count,rule_id,request_id,analyst_requested,evidence_level,raw_request,raw_response
SRHINO-20260828-00149,2026-08-28T20:04:16+08:00,Srhino安全运营平台演示设备,security_alert,路径穿越攻击,path-traversal,high,203.0.113.10,oa-prod-01,oa-prod-01.example.test,/static,POST,block,拦截,不适用,blocked,403,已拦截,已闭环,True,已下发,OA系统责任单位,2026-08-28T20:04:16+08:00,1,LFI-930110,req-b9ee9e8228e9,False,metadata,,
SRHINO-20260828-00150,2026-08-28T20:20:10+08:00,Srhino安全运营平台演示设备,security_alert,恶意扫描探测,scanner,low,203.0.113.10,api-prod-01,api-prod-01.example.test,/.env,POST,block,拦截,不适用,blocked,403,已拦截,已闭环,True,已下发,API平台主管单位,2026-08-28T20:20:10+08:00,1,SCANNER-980130,req-e9f4e67041dc,False,metadata,,
SRHINO-20260828-00151,2026-08-28T08:39:56+08:00,Srhino安全运营平台演示设备,security_alert,API异常频率,api-abuse,medium,198.51.100.20,api-prod-02,api-prod-02.example.test,/api/order,GET,challenge,人机校验,未通过,challenged,429,待人工复核,待复核,False,未下发,,,1,API-RATE-001,req-47ce27fca8eb,False,metadata,,
SRHINO-20260828-00152,2026-08-28T00:51:16+08:00,Srhino安全运营平台演示设备,security_alert,恶意扫描探测,scanner,low,203.0.113.10,web-prod-02,web-prod-02.example.test,/wp-admin,GET,allow,放行观察,不适用,allowed,200,已完成观察,已闭环,False,未下发,,,1,SCANNER-980130,req-6f9c545fb395,False,metadata,,
SRHINO-20260828-00153,2026-08-28T12:17:25+08:00,Srhino安全运营平台演示设备,security_alert,路径穿越攻击,path-traversal,high,203.0.113.11,api-prod-01,api-prod-01.example.test,/static,POST,block,拦截,不适用,blocked,403,已拦截,已闭环,True,已下发,API平台主管单位,2026-08-28T12:17:25+08:00,1,LFI-930110,req-598a47ba5eb7,False,metadata,,
SRHINO-20260828-00154,2026-08-28T14:04:42+08:00,Srhino安全运营平台演示设备,security_alert,恶意扫描探测,scanner,low,203.0.113.11,api-prod-02,api-prod-02.example.test,/.env,POST,block,拦截,不适用,blocked,403,已拦截,已闭环,True,已下发,API平台主管单位,2026-08-28T14:04:42+08:00,1,SCANNER-980130,req-e564adb2498a,False,metadata,,
SRHINO-20260828-00155,2026-08-28T20:46:07+08:00,Srhino安全运营平台演示设备,security_alert,恶意扫描探测,scanner,low,203.0.113.10,web-prod-02,web-prod-02.example.test,/.env,POST,block,拦截,不适用,blocked,403,已拦截,已闭环,True,已下发,Web应用责任单位,2026-08-28T20:46:07+08:00,1,SCANNER-980130,req-c65a9a1e288d,False,metadata,,
SRHINO-20260828-00156,2026-08-28T22:44:15+08:00,Srhino安全运营平台演示设备,security_alert,跨站脚本攻击,xss,medium,198.51.100.21,api-prod-01,api-prod-01.example.test,/comment/submit,GET,allow,放行观察,不适用,allowed,200,待人工复核,待复核,False,未下发,,,1,XSS-941100,req-0a8c52d759ea,False,metadata,,
SRHINO-20260828-00157,2026-08-28T11:44:28+08:00,Srhino安全运营平台演示设备,security_alert,跨站脚本攻击,xss,medium,192.0.2.50,oa-prod-01,oa-prod-01.example.test,/search,GET,allow,放行观察,不适用,allowed,200,待人工复核,待复核,False,未下发,,,1,XSS-941100,req-18801fe7ba49,False,metadata,,
SRHINO-20260828-00158,2026-08-28T12:27:31+08:00,Srhino安全运营平台演示设备,security_alert,SQL注入攻击,sqli,high,192.0.2.51,api-prod-01,api-prod-01.example.test,/api/search,POST,challenge,人机校验,通过,challenged,403,已下发风险预警,已闭环,True,已下发,API平台主管单位,2026-08-28T12:27:31+08:00,1,SQLI-942100,req-b6a24bac64bf,False,metadata,,
SRHINO-20260828-00159,2026-08-28T11:00:09+08:00,Srhino安全运营平台演示设备,security_alert,API异常频率,api-abuse,medium,192.0.2.51,web-prod-01,web-prod-01.example.test,/api/message,POST,allow,放行观察,不适用,allowed,200,待人工复核,待复核,False,未下发,,,1,API-RATE-001,req-9d32eb4bfff0,False,metadata,,
SRHINO-20260828-00160,2026-08-28T10:53:07+08:00,Srhino安全运营平台演示设备,security_alert,敏感数据暴露检测,data-exposure,high,203.0.113.10,web-prod-01,web-prod-01.example.test,/api/order/detail,GET,allow,放行观察,不适用,allowed,200,已下发风险预警,已闭环,True,已下发,Web应用责任单位,2026-08-28T10:53:07+08:00,1,API-EXPOSE-001,req-f2a3e8bb53d4,False,metadata,,
SRHINO-20260828-00161,2026-08-28T10:50:11+08:00,Srhino安全运营平台演示设备,security_alert,API异常频率,api-abuse,medium,203.0.113.11,oa-prod-01,oa-prod-01.example.test,/api/message,GET,challenge,人机校验,未通过,challenged,429,待人工复核,待复核,False,未下发,,,1,API-RATE-001,req-4ff012e3eefe,False,metadata,,
SRHINO-20260828-00162,2026-08-28T12:28:08+08:00,Srhino安全运营平台演示设备,security_alert,API异常频率,api-abuse,medium,203.0.113.10,oa-prod-01,oa-prod-01.example.test,/api/search,POST,allow,放行观察,不适用,allowed,200,待人工复核,待复核,False,未下发,,,1,API-RATE-001,req-f137ba7b05b2,False,metadata,,
SRHINO-20260828-00163,2026-08-28T12:11:10+08:00,Srhino安全运营平台演示设备,security_alert,跨站脚本攻击,xss,medium,192.0.2.50,api-prod-02,api-prod-02.example.test,/search,GET,block,拦截,不适用,blocked,403,已拦截,已闭环,True,已下发,API平台主管单位,2026-08-28T12:11:10+08:00,1,XSS-941100,req-8987ef3ef7aa,False,metadata,,
SRHINO-20260828-00164,2026-08-28T22:24:43+08:00,Srhino安全运营平台演示设备,security_alert,恶意扫描探测,scanner,low,203.0.113.10,web-prod-02,web-prod-02.example.test,/.env,POST,block,拦截,不适用,blocked,403,已拦截,已闭环,True,已下发,Web应用责任单位,2026-08-28T22:24:43+08:00,1,SCANNER-980130,req-5b0aa47562a3,False,metadata,,
SRHINO-20260828-00165,2026-08-28T22:45:31+08:00,Srhino安全运营平台演示设备,security_alert,恶意扫描探测,scanner,low,203.0.113.11,web-prod-02,web-prod-02.example.test,/.env,POST,block,拦截,不适用,blocked,403,已拦截,已闭环,True,已下发,Web应用责任单位,2026-08-28T22:45:31+08:00,1,SCANNER-980130,req-f5f9b4368d49,False,metadata,,
SRHINO-20260828-00166,2026-08-28T11:03:55+08:00,Srhino安全运营平台演示设备,security_alert,恶意扫描探测,scanner,low,192.0.2.51,api-prod-02,api-prod-02.example.test,/.env,POST,allow,放行观察,不适用,allowed,200,已完成观察,已闭环,False,未下发,,,1,SCANNER-980130,req-c32a9da73cf5,False,metadata,,
SRHINO-20260828-00167,2026-08-28T10:53:14+08:00,Srhino安全运营平台演示设备,security_alert,暴力破解登录,brute-force,high,203.0.113.10,web-prod-02,web-prod-02.example.test,/admin/login,GET,challenge,人机校验,未通过,challenged,429,已下发风险预警,已闭环,True,已下发,Web应用责任单位,2026-08-28T10:53:14+08:00,1,BRUTE-913100,req-f84c06810e76,False,metadata,,
SRHINO-20260828-00168,2026-08-28T10:27:21+08:00,Srhino安全运营平台演示设备,security_alert,恶意扫描探测,scanner,low,203.0.113.11,web-prod-02,web-prod-02.example.test,/actuator/env,POST,allow,放行观察,不适用,allowed,200,已完成观察,已闭环,False,未下发,,,1,SCANNER-980130,req-b17fe30334d0,False,metadata,,
SRHINO-20260828-00169,2026-08-28T22:02:54+08:00,Srhino安全运营平台演示设备,security_alert,恶意扫描探测,scanner,low,192.0.2.50,api-prod-01,api-prod-01.example.test,/actuator/env,GET,allow,放行观察,不适用,allowed,200,已完成观察,已闭环,False,未下发,,,1,SCANNER-980130,req-fa827ba82ce9,False,metadata,,
SRHINO-20260828-00170,2026-08-28T10:16:55+08:00,Srhino安全运营平台演示设备,security_alert,恶意扫描探测,scanner,low,198.51.100.20,api-prod-02,api-prod-02.example.test,/.env,POST,block,拦截,不适用,blocked,403,已拦截,已闭环,True,已下发,API平台主管单位,2026-08-28T10:16:55+08:00,1,SCANNER-980130,req-c2a1b6f9c734,False,metadata,,
SRHINO-20260828-00171,2026-08-28T20:42:21+08:00,Srhino安全运营平台演示设备,security_alert,恶意扫描探测,scanner,low,198.51.100.21,oa-prod-01,oa-prod-01.example.test,/actuator/env,GET,block,拦截,不适用,blocked,403,已拦截,已闭环,True,已下发,OA系统责任单位,2026-08-28T20:42:21+08:00,1,SCANNER-980130,req-b52fa0fe92ae,False,metadata,,
SRHINO-20260828-00172,2026-08-28T18:36:55+08:00,Srhino安全运营平台演示设备,security_alert,路径穿越攻击,path-traversal,high,203.0.113.11,api-prod-02,api-prod-02.example.test,/api/file,POST,block,拦截,不适用,blocked,403,已拦截,已闭环,True,已下发,API平台主管单位,2026-08-28T18:36:55+08:00,1,LFI-930110,req-33dbca0029ec,False,metadata,,
SRHINO-20260828-00173,2026-08-28T16:51:49+08:00,Srhino安全运营平台演示设备,security_alert,跨站脚本攻击,xss,medium,203.0.113.11,api-prod-01,api-prod-01.example.test,/comment/submit,POST,block,拦截,不适用,blocked,403,已拦截,已闭环,True,已下发,API平台主管单位,2026-08-28T16:51:49+08:00,1,XSS-941100,req-141fd4cc2aee,False,metadata,,
SRHINO-20260828-00174,2026-08-28T20:04:39+08:00,Srhino安全运营平台演示设备,security_alert,恶意扫描探测,scanner,low,203.0.113.10,oa-prod-01,oa-prod-01.example.test,/wp-admin,GET,allow,放行观察,不适用,allowed,200,已完成观察,已闭环,False,未下发,,,1,SCANNER-980130,req-1aa846c33bf0,False,metadata,,
SRHINO-20260828-00175,2026-08-28T11:19:43+08:00,Srhino安全运营平台演示设备,security_alert,API异常频率,api-abuse,medium,203.0.113.10,api-prod-01,api-prod-01.example.test,/api/message,GET,challenge,人机校验,未通过,challenged,429,待人工复核,待复核,False,未下发,,,1,API-RATE-001,req-a89b3d72747c,False,metadata,,
SRHINO-20260828-00176,2026-08-28T22:24:11+08:00,Srhino安全运营平台演示设备,security_alert,恶意扫描探测,scanner,low,198.51.100.20,api-prod-02,api-prod-02.example.test,/wp-admin,POST,block,拦截,不适用,blocked,403,已拦截,已闭环,True,已下发,API平台主管单位,2026-08-28T22:24:11+08:00,1,SCANNER-980130,req-f7c11ddf6d3b,False,metadata,,
SRHINO-20260828-00177,2026-08-28T07:38:25+08:00,Srhino安全运营平台演示设备,security_alert,API异常频率,api-abuse,medium,198.51.100.20,web-prod-02,web-prod-02.example.test,/api/message,GET,challenge,人机校验,未通过,challenged,429,待人工复核,待复核,False,未下发,,,1,API-RATE-001,req-46288252af42,False,metadata,,
SRHINO-20260828-00178,2026-08-28T01:11:24+08:00,Srhino安全运营平台演示设备,security_alert,恶意扫描探测,scanner,low,198.51.100.20,web-prod-01,web-prod-01.example.test,/.env,GET,block,拦截,不适用,blocked,403,已拦截,已闭环,True,已下发,Web应用责任单位,2026-08-28T01:11:24+08:00,1,SCANNER-980130,req-4a645c7c2c30,False,metadata,,
SRHINO-20260828-00179,2026-08-28T20:01:57+08:00,Srhino安全运营平台演示设备,security_alert,恶意扫描探测,scanner,low,198.51.100.21,api-prod-02,api-prod-02.example.test,/.env,POST,block,拦截,不适用,blocked,403,已拦截,已闭环,True,已下发,API平台主管单位,2026-08-28T20:01:57+08:00,1,SCANNER-980130,req-cc53271e7a98,False,metadata,,
SRHINO-20260828-00180,2026-08-28T20:13:33+08:00,Srhino安全运营平台演示设备,security_alert,暴力破解登录,brute-force,high,203.0.113.10,web-prod-01,web-prod-01.example.test,/admin/login,GET,challenge,人机校验,通过,challenged,429,已下发风险预警,已闭环,True,已下发,Web应用责任单位,2026-08-28T20:13:33+08:00,1,BRUTE-913100,req-f1cf9c08c570,False,metadata,,
SRHINO-20260828-00181,2026-08-28T14:32:43+08:00,Srhino安全运营平台演示设备,security_alert,恶意扫描探测,scanner,low,198.51.100.20,api-prod-01,api-prod-01.example.test,/actuator/env,GET,allow,放行观察,不适用,allowed,200,已完成观察,已闭环,False,未下发,,,1,SCANNER-980130,req-466908c47a46,False,metadata,,
SRHINO-20260828-00182,2026-08-28T10:36:20+08:00,Srhino安全运营平台演示设备,security_alert,暴力破解登录,brute-force,high,198.51.100.20,oa-prod-01,oa-prod-01.example.test,/api/auth/login,POST,allow,放行观察,不适用,allowed,200,已下发风险预警,已闭环,True,已下发,OA系统责任单位,2026-08-28T10:36:20+08:00,1,BRUTE-913100,req-93e11f725294,False,metadata,,
SRHINO-20260828-00183,2026-08-28T20:16:30+08:00,Srhino安全运营平台演示设备,security_alert,恶意扫描探测,scanner,low,203.0.113.11,api-prod-02,api-prod-02.example.test,/wp-admin,GET,block,拦截,不适用,blocked,403,已拦截,已闭环,True,已下发,API平台主管单位,2026-08-28T20:16:30+08:00,1,SCANNER-980130,req-fbdfbf941bed,False,metadata,,
SRHINO-20260828-00184,2026-08-28T11:16:55+08:00,Srhino安全运营平台演示设备,security_alert,SQL注入攻击,sqli,high,192.0.2.51,oa-prod-01,oa-prod-01.example.test,/api/auth/login,POST,block,拦截,不适用,blocked,403,已拦截,已闭环,True,已下发,OA系统责任单位,2026-08-28T11:16:55+08:00,1,SQLI-942100,req-8f16d755a1bf,False,metadata,,
SRHINO-20260828-00185,2026-08-28T14:16:17+08:00,Srhino安全运营平台演示设备,security_alert,跨站脚本攻击,xss,medium,203.0.113.11,api-prod-02,api-prod-02.example.test,/comment/submit,GET,block,拦截,不适用,blocked,403,已拦截,已闭环,True,已下发,API平台主管单位,2026-08-28T14:16:17+08:00,1,XSS-941100,req-1721f4c2045e,False,metadata,,
SRHINO-20260828-00186,2026-08-28T11:01:43+08:00,Srhino安全运营平台演示设备,security_alert,恶意扫描探测,scanner,low,198.51.100.21,web-prod-02,web-prod-02.example.test,/actuator/env,POST,block,拦截,不适用,blocked,403,已拦截,已闭环,True,已下发,Web应用责任单位,2026-08-28T11:01:43+08:00,1,SCANNER-980130,req-c3a5779b8082,False,metadata,,
SRHINO-20260828-00187,2026-08-28T16:45:29+08:00,Srhino安全运营平台演示设备,security_alert,恶意扫描探测,scanner,low,203.0.113.10,web-prod-02,web-prod-02.example.test,/actuator/env,POST,block,拦截,不适用,blocked,403,已拦截,已闭环,True,已下发,Web应用责任单位,2026-08-28T16:45:29+08:00,1,SCANNER-980130,req-ebd5fb9d111e,False,metadata,,
SRHINO-20260828-00188,2026-08-28T07:55:57+08:00,Srhino安全运营平台演示设备,security_alert,恶意扫描探测,scanner,low,203.0.113.11,web-prod-02,web-prod-02.example.test,/wp-admin,GET,allow,放行观察,不适用,allowed,200,已完成观察,已闭环,False,未下发,,,1,SCANNER-980130,req-22290dca8682,False,metadata,,
SRHINO-20260828-00189,2026-08-28T18:29:46+08:00,Srhino安全运营平台演示设备,security_alert,恶意扫描探测,scanner,low,203.0.113.10,web-prod-01,web-prod-01.example.test,/wp-admin,POST,block,拦截,不适用,blocked,403,已拦截,已闭环,True,已下发,Web应用责任单位,2026-08-28T18:29:46+08:00,1,SCANNER-980130,req-b1c7817a81a0,False,metadata,,
SRHINO-20260828-00190,2026-08-28T10:20:34+08:00,Srhino安全运营平台演示设备,security_alert,恶意扫描探测,scanner,low,198.51.100.20,api-prod-02,api-prod-02.example.test,/.env,POST,allow,放行观察,不适用,allowed,200,已完成观察,已闭环,False,未下发,,,1,SCANNER-980130,req-5c19167d5b17,False,metadata,,
SRHINO-20260828-00191,2026-08-28T10:58:59+08:00,Srhino安全运营平台演示设备,security_alert,跨站脚本攻击,xss,medium,203.0.113.11,oa-prod-01,oa-prod-01.example.test,/comment/submit,GET,block,拦截,不适用,blocked,403,已拦截,已闭环,True,已下发,OA系统责任单位,2026-08-28T10:58:59+08:00,1,XSS-941100,req-9734a7adc918,False,metadata,,
SRHINO-20260828-00192,2026-08-28T00:25:13+08:00,Srhino安全运营平台演示设备,security_alert,API异常频率,api-abuse,medium,192.0.2.50,api-prod-01,api-prod-01.example.test,/api/order,POST,challenge,人机校验,通过,challenged,429,待人工复核,待复核,False,未下发,,,1,API-RATE-001,req-16b148672a49,False,metadata,,
SRHINO-20260828-00193,2026-08-28T22:31:29+08:00,Srhino安全运营平台演示设备,security_alert,恶意扫描探测,scanner,low,192.0.2.50,web-prod-02,web-prod-02.example.test,/actuator/env,GET,block,拦截,不适用,blocked,403,已拦截,已闭环,True,已下发,Web应用责任单位,2026-08-28T22:31:29+08:00,1,SCANNER-980130,req-c92afcbb1d34,False,metadata,,
SRHINO-20260828-00194,2026-08-28T10:22:20+08:00,Srhino安全运营平台演示设备,security_alert,恶意扫描探测,scanner,low,203.0.113.11,oa-prod-01,oa-prod-01.example.test,/wp-admin,POST,block,拦截,不适用,blocked,403,已拦截,已闭环,True,已下发,OA系统责任单位,2026-08-28T10:22:20+08:00,1,SCANNER-980130,req-af85cd8bca0d,False,metadata,,
SRHINO-20260828-00195,2026-08-28T11:45:30+08:00,Srhino安全运营平台演示设备,security_alert,路径穿越攻击,path-traversal,high,198.51.100.20,web-prod-01,web-prod-01.example.test,/static,GET,challenge,人机校验,未通过,challenged,403,已下发风险预警,已闭环,True,已下发,Web应用责任单位,2026-08-28T11:45:30+08:00,1,LFI-930110,req-180056efe93e,False,metadata,,
SRHINO-20260828-00196,2026-08-28T20:51:51+08:00,Srhino安全运营平台演示设备,security_alert,暴力破解登录,brute-force,high,192.0.2.51,web-prod-01,web-prod-01.example.test,/admin/login,POST,challenge,人机校验,通过,challenged,429,已下发风险预警,已闭环,True,已下发,Web应用责任单位,2026-08-28T20:51:51+08:00,1,BRUTE-913100,req-214dd2942063,False,metadata,,
SRHINO-20260828-00197,2026-08-28T11:22:26+08:00,Srhino安全运营平台演示设备,security_alert,恶意扫描探测,scanner,low,198.51.100.20,web-prod-01,web-prod-01.example.test,/actuator/env,POST,block,拦截,不适用,blocked,403,已拦截,已闭环,True,已下发,Web应用责任单位,2026-08-28T11:22:26+08:00,1,SCANNER-980130,req-9387e9dfff43,False,metadata,,
SRHINO-20260828-00198,2026-08-28T11:20:27+08:00,Srhino安全运营平台演示设备,security_alert,恶意扫描探测,scanner,low,203.0.113.10,oa-prod-01,oa-prod-01.example.test,/actuator/env,POST,allow,放行观察,不适用,allowed,200,已完成观察,已闭环,False,未下发,,,1,SCANNER-980130,req-ab3c4f4201bf,False,metadata,,
SRHINO-20260828-00199,2026-08-28T23:49:06+08:00,Srhino安全运营平台演示设备,security_alert,API异常频率,api-abuse,medium,198.51.100.21,api-prod-02,api-prod-02.example.test,/api/search,GET,allow,放行观察,不适用,allowed,200,待人工复核,待复核,False,未下发,,,1,API-RATE-001,req-6b37ad65abf6,False,metadata,,
SRHINO-20260828-00200,2026-08-28T18:13:36+08:00,Srhino安全运营平台演示设备,security_alert,恶意扫描探测,scanner,low,203.0.113.11,web-prod-02,web-prod-02.example.test,/.env,POST,allow,放行观察,不适用,allowed,200,已完成观察,已闭环,False,未下发,,,1,SCANNER-980130,req-6063c8452550,False,metadata,,
SRHINO-20260828-00201,2026-08-28T11:27:56+08:00,Srhino安全运营平台演示设备,security_alert,恶意扫描探测,scanner,low,203.0.113.11,oa-prod-01,oa-prod-01.example.test,/actuator/env,POST,allow,放行观察,不适用,allowed,200,已完成观察,已闭环,False,未下发,,,1,SCANNER-980130,req-62c4e3e978ec,False,metadata,,
SRHINO-20260828-00202,2026-08-28T20:58:25+08:00,Srhino安全运营平台演示设备,security_alert,恶意扫描探测,scanner,low,203.0.113.10,api-prod-02,api-prod-02.example.test,/actuator/env,GET,block,拦截,不适用,blocked,403,已拦截,已闭环,True,已下发,API平台主管单位,2026-08-28T20:58:25+08:00,1,SCANNER-980130,req-9d617bf34d49,False,metadata,,
SRHINO-20260828-00203,2026-08-28T22:23:30+08:00,Srhino安全运营平台演示设备,security_alert,API异常频率,api-abuse,medium,198.51.100.20,api-prod-01,api-prod-01.example.test,/api/message,GET,allow,放行观察,不适用,allowed,200,待人工复核,待复核,False,未下发,,,1,API-RATE-001,req-d1109691f2b7,False,metadata,,
SRHINO-20260828-00204,2026-08-28T10:09:22+08:00,Srhino安全运营平台演示设备,security_alert,API异常频率,api-abuse,medium,203.0.113.11,web-prod-02,web-prod-02.example.test,/api/search,POST,challenge,人机校验,通过,challenged,429,待人工复核,待复核,False,未下发,,,1,API-RATE-001,req-89bae33c0f56,False,metadata,,
SRHINO-20260828-00205,2026-08-28T22:43:04+08:00,Srhino安全运营平台演示设备,security_alert,恶意扫描探测,scanner,low,203.0.113.10,oa-prod-01,oa-prod-01.example.test,/wp-admin,GET,allow,放行观察,不适用,allowed,200,已完成观察,已闭环,False,未下发,,,1,SCANNER-980130,req-64708ac214fc,False,metadata,,
SRHINO-20260828-00206,2026-08-28T10:28:20+08:00,Srhino安全运营平台演示设备,security_alert,API异常频率,api-abuse,medium,203.0.113.10,oa-prod-01,oa-prod-01.example.test,/api/message,GET,challenge,人机校验,通过,challenged,429,待人工复核,待复核,False,未下发,,,1,API-RATE-001,req-c1b36e30cf1c,False,metadata,,
SRHINO-20260828-00207,2026-08-28T23:18:02+08:00,Srhino安全运营平台演示设备,security_alert,恶意扫描探测,scanner,low,198.51.100.21,web-prod-02,web-prod-02.example.test,/actuator/env,POST,block,拦截,不适用,blocked,403,已拦截,已闭环,True,已下发,Web应用责任单位,2026-08-28T23:18:02+08:00,1,SCANNER-980130,req-52046aca6c58,False,metadata,,
SRHINO-20260828-00208,2026-08-28T16:49:27+08:00,Srhino安全运营平台演示设备,security_alert,恶意扫描探测,scanner,low,192.0.2.51,api-prod-02,api-prod-02.example.test,/wp-admin,POST,block,拦截,不适用,blocked,403,已拦截,已闭环,True,已下发,API平台主管单位,2026-08-28T16:49:27+08:00,1,SCANNER-980130,req-2243ad8e9c0f,False,metadata,,
SRHINO-20260828-00209,2026-08-28T14:00:05+08:00,Srhino安全运营平台演示设备,security_alert,API异常频率,api-abuse,medium,198.51.100.21,api-prod-02,api-prod-02.example.test,/api/message,GET,allow,放行观察,不适用,allowed,200,待人工复核,待复核,False,未下发,,,1,API-RATE-001,req-1c1b548f270e,False,metadata,,
SRHINO-20260828-00210,2026-08-28T11:11:12+08:00,Srhino安全运营平台演示设备,security_alert,恶意扫描探测,scanner,low,203.0.113.10,web-prod-01,web-prod-01.example.test,/.env,GET,block,拦截,不适用,blocked,403,已拦截,已闭环,True,已下发,Web应用责任单位,2026-08-28T11:11:12+08:00,1,SCANNER-980130,req-0c83faeddcc7,False,metadata,,
SRHINO-20260828-00211,2026-08-28T22:38:06+08:00,Srhino安全运营平台演示设备,security_alert,SQL注入攻击,sqli,high,203.0.113.10,web-prod-02,web-prod-02.example.test,/api/search,POST,challenge,人机校验,未通过,challenged,403,已下发风险预警,已闭环,True,已下发,Web应用责任单位,2026-08-28T22:38:06+08:00,1,SQLI-942100,req-3a654995fac5,False,metadata,,
SRHINO-20260828-00212,2026-08-28T22:17:22+08:00,Srhino安全运营平台演示设备,security_alert,恶意扫描探测,scanner,low,203.0.113.10,api-prod-02,api-prod-02.example.test,/actuator/env,POST,block,拦截,不适用,blocked,403,已拦截,已闭环,True,已下发,API平台主管单位,2026-08-28T22:17:22+08:00,1,SCANNER-980130,req-f4a918508610,False,metadata,,
SRHINO-20260828-00213,2026-08-28T22:54:25+08:00,Srhino安全运营平台演示设备,security_alert,恶意扫描探测,scanner,low,203.0.113.10,web-prod-02,web-prod-02.example.test,/actuator/env,GET,block,拦截,不适用,blocked,403,已拦截,已闭环,True,已下发,Web应用责任单位,2026-08-28T22:54:25+08:00,1,SCANNER-980130,req-eb6f266cea83,False,metadata,,
SRHINO-20260828-00214,2026-08-28T23:40:49+08:00,Srhino安全运营平台演示设备,security_alert,跨站脚本攻击,xss,medium,198.51.100.20,web-prod-01,web-prod-01.example.test,/search,POST,allow,放行观察,不适用,allowed,200,待人工复核,待复核,False,未下发,,,1,XSS-941100,req-6f3b3b6283b3,False,metadata,,
SRHINO-20260828-00215,2026-08-28T12:17:14+08:00,Srhino安全运营平台演示设备,security_alert,恶意扫描探测,scanner,low,203.0.113.10,web-prod-02,web-prod-02.example.test,/actuator/env,GET,allow,放行观察,不适用,allowed,200,已完成观察,已闭环,False,未下发,,,1,SCANNER-980130,req-99371a6dc91f,False,metadata,,
SRHINO-20260828-00216,2026-08-28T10:09:09+08:00,Srhino安全运营平台演示设备,security_alert,恶意扫描探测,scanner,low,198.51.100.21,api-prod-02,api-prod-02.example.test,/.env,POST,allow,放行观察,不适用,allowed,200,已完成观察,已闭环,False,未下发,,,1,SCANNER-980130,req-f44d90ee5371,False,metadata,,
SRHINO-20260828-00217,2026-08-28T09:02:26+08:00,Srhino安全运营平台演示设备,security_alert,路径穿越攻击,path-traversal,high,203.0.113.10,api-prod-01,api-prod-01.example.test,/static,POST,challenge,人机校验,未通过,challenged,403,已下发风险预警,已闭环,True,已下发,API平台主管单位,2026-08-28T09:02:26+08:00,1,LFI-930110,req-b03839e6a45c,False,metadata,,
SRHINO-20260828-00218,2026-08-28T09:36:34+08:00,Srhino安全运营平台演示设备,security_alert,恶意扫描探测,scanner,low,203.0.113.11,web-prod-01,web-prod-01.example.test,/.env,GET,block,拦截,不适用,blocked,403,已拦截,已闭环,True,已下发,Web应用责任单位,2026-08-28T09:36:34+08:00,1,SCANNER-980130,req-9a142050273d,False,metadata,,
SRHINO-20260828-00219,2026-08-28T23:04:20+08:00,Srhino安全运营平台演示设备,security_alert,恶意扫描探测,scanner,low,192.0.2.50,api-prod-02,api-prod-02.example.test,/.env,GET,block,拦截,不适用,blocked,403,已拦截,已闭环,True,已下发,API平台主管单位,2026-08-28T23:04:20+08:00,1,SCANNER-980130,req-d22ca20ffb23,False,metadata,,
SRHINO-20260828-00220,2026-08-28T22:19:01+08:00,Srhino安全运营平台演示设备,security_alert,路径穿越攻击,path-traversal,high,203.0.113.10,api-prod-02,api-prod-02.example.test,/api/file,GET,block,拦截,不适用,blocked,403,已拦截,已闭环,True,已下发,API平台主管单位,2026-08-28T22:19:01+08:00,1,LFI-930110,req-4d3ecc72137f,False,metadata,,
SRHINO-20260828-00221,2026-08-28T11:32:38+08:00,Srhino安全运营平台演示设备,security_alert,恶意扫描探测,scanner,low,203.0.113.10,web-prod-02,web-prod-02.example.test,/actuator/env,GET,block,拦截,不适用,blocked,403,已拦截,已闭环,True,已下发,Web应用责任单位,2026-08-28T11:32:38+08:00,1,SCANNER-980130,req-8b662609248d,False,metadata,,
SRHINO-20260828-00222,2026-08-28T09:36:19+08:00,Srhino安全运营平台演示设备,security_alert,API异常频率,api-abuse,medium,203.0.113.11,api-prod-01,api-prod-01.example.test,/api/order,POST,allow,放行观察,不适用,allowed,200,待人工复核,待复核,False,未下发,,,1,API-RATE-001,req-5e87d2d78f69,False,metadata,,
SRHINO-20260828-00223,2026-08-28T10:48:57+08:00,Srhino安全运营平台演示设备,security_alert,API异常频率,api-abuse,medium,192.0.2.50,web-prod-02,web-prod-02.example.test,/api/search,GET,challenge,人机校验,未通过,challenged,429,待人工复核,待复核,False,未下发,,,1,API-RATE-001,req-f927fc7c31fb,False,metadata,,
SRHINO-20260828-00224,2026-08-28T11:31:58+08:00,Srhino安全运营平台演示设备,security_alert,API异常频率,api-abuse,medium,203.0.113.11,api-prod-01,api-prod-01.example.test,/api/order,GET,allow,放行观察,不适用,allowed,200,待人工复核,待复核,False,未下发,,,1,API-RATE-001,req-dfaa8bc7b8c0,False,metadata,,
SRHINO-20260828-00225,2026-08-28T22:23:27+08:00,Srhino安全运营平台演示设备,security_alert,恶意扫描探测,scanner,low,198.51.100.21,api-prod-02,api-prod-02.example.test,/.env,GET,block,拦截,不适用,blocked,403,已拦截,已闭环,True,已下发,API平台主管单位,2026-08-28T22:23:27+08:00,1,SCANNER-980130,req-d310a0fd0806,False,metadata,,
